speaker,start,end,text
SPEAKER_00,15.017,15.257," Hi, Lisa."
SPEAKER_00,15.277,15.978,How you doing today?
SPEAKER_01,16.939,17.519,I'm doing okay.
SPEAKER_00,18.0,18.444, You're doing okay?
SPEAKER_01,18.787,18.969,Yeah.
SPEAKER_00,20.241,23.856, I understand you're here to receive counseling services.
SPEAKER_01,24.72,25.646, My boss sent me here.
SPEAKER_00,26.008,26.813,Your boss sent you here?
SPEAKER_00,28.768,29.92, What's going on with you and your boss?
SPEAKER_01,31.325,33.271, It's not even between me and my boss.
SPEAKER_01,34.154,35.84,I'm a good worker at my job.
SPEAKER_01,36.883,41.817," I get everything done on time, but they're calling me inflexible and a perfectionist."
SPEAKER_00,43.825,44.126, All right.
SPEAKER_00,44.166,46.92,So who's calling you inflexible and a perfectionist?
SPEAKER_01,47.824,49.169," Well, my boss has called me that."
SPEAKER_01,49.189,51.92,I've had several coworkers.
SPEAKER_01,53.063,60.259," There was a recent incident where somebody wanted to change days with me, but I told them the schedule's out."
SPEAKER_01,61.06,62.443, I'm supposed to be here on Wednesday.
SPEAKER_01,63.304,64.547,You can't change it.
SPEAKER_01,66.009,66.55,It's right there.
SPEAKER_01,66.57,67.532,Black and white.
SPEAKER_01,67.913,68.774,I work Wednesday.
SPEAKER_01,68.995,69.816,You can't change that.
SPEAKER_00,71.96,77.298, And they felt that it would have been more reasonable to change?
SPEAKER_01,77.92,81.607," Well, they wanted to change, and I really don't agree with that."
SPEAKER_01,81.907,87.758,"If they needed a certain day off, they need to go through the order of command and ask for a day off."
SPEAKER_00,89.262,91.497, And they didn't do that and said they asked you to switch days.
SPEAKER_01,91.92,94.39, And then they called me inflexible because I got upset about it.
SPEAKER_00,97.526,98.536, In what way did you get upset?
SPEAKER_01,99.522,100.444," Well, I told them."
SPEAKER_01,100.604,106.218,"I said that's irresponsible, that they didn't think ahead, that they wanted to change with me."
SPEAKER_01,107.441,108.644, I am there at a certain time.
SPEAKER_01,108.704,111.43,I am there from 8 in the morning till 5 in the afternoon.
SPEAKER_01,111.45,113.054,I take my lunch at 12 o'clock.
SPEAKER_01,113.815,114.737,That is my Wednesday.
SPEAKER_01,116.602,117.906, That's always been my Wednesday.
SPEAKER_01,118.367,119.931,I don't know why they want to upset that.
SPEAKER_00,123.603,123.824, All right.
SPEAKER_00,123.844,127.759,"So that upset you and that upset them, that whole incident?"
SPEAKER_00,128.696,128.879, Yes.
SPEAKER_00,129.241,133.493, Anything else that your boss may have as a reason for...?
SPEAKER_01,136.141,142.158," They call me a perfectionist because I like the things done by the book, which I think makes me a great worker."
SPEAKER_01,142.92,146.43, Because I get everything done on deadlines.
SPEAKER_01,146.691,147.994,"Not before, not after."
SPEAKER_01,148.356,149.138,Right on the deadline.
SPEAKER_01,150.582,156.479," And everything is just exactly, you know, everything's filed, everything's organized."
SPEAKER_01,157.963,162.755," And some people like to, you know, take a file, oh, well, I need this to fill out a report."
SPEAKER_01,162.835,163.296,"No, no, no."
SPEAKER_01,164.178,164.519,It's there.
SPEAKER_01,165.742,166.525, It's in the file.
SPEAKER_01,167.186,168.891,"You can't touch it, you can't move it."
SPEAKER_01,169.533,170.275,That's where it needs to be.
SPEAKER_00,172.923,174.027, All right.
SPEAKER_00,174.047,177.9,So you consider yourself fairly well organized as an employee?
SPEAKER_01,178.104,178.798," Oh, absolutely."
SPEAKER_01,179.185,179.859, Yeah.
SPEAKER_01,179.981,180.328, Absolutely.
SPEAKER_00,181.202,182.47, And you mentioned you're there from 8 to 5.
SPEAKER_01,184.573,184.675, Yeah.
SPEAKER_00,184.94,186.859, You take your lunch from 12 to 1230?
SPEAKER_01,186.92,187.083, Yes.
SPEAKER_00,189.101,195.88," How many days in the last, say, three months have you been late, left early?"
SPEAKER_01,196.349,196.92," Oh, zero."
SPEAKER_00,197.451,197.696, Zero?
SPEAKER_01,198.201,198.661, Zero.
SPEAKER_01,199.683,200.585,"No, I'm there 8 to 5."
SPEAKER_01,201.667,203.049,8 o'clock in the morning to 5.
SPEAKER_01,203.35,203.851,I wake up at 6.
SPEAKER_01,204.051,205.634,I get ready.
SPEAKER_01,205.654,206.536,I leave for work at 7.
SPEAKER_01,206.936,207.578,I get there at 8.
SPEAKER_01,210.243,211.907, The whole day has a schedule.
SPEAKER_01,212.629,213.712,And I meet that schedule.
SPEAKER_01,214.093,215.236,And it's the best thing for me.
SPEAKER_00,217.782,218.644, All right.
SPEAKER_00,218.784,225.92,So this is frustrating for you that your coworkers can't understand where you're coming from?
SPEAKER_01,227.442,228.243, I just don't get it.
SPEAKER_01,228.464,232.329,"You know, I'm doing everything by the book, by the rules."
SPEAKER_01,233.25,235.794,And I'm in trouble somehow?
SPEAKER_01,236.135,239.92,Something's wrong with me because I do it right.
SPEAKER_01,240.101,243.816, I do it the right way and that's wrong somehow.
SPEAKER_01,244.036,244.599,And I don't get it.
SPEAKER_00,246.04,252.338," Have you ever had to work in a group, like a team with any of your coworkers?"
SPEAKER_01,253.844,255.43, They've made me.
SPEAKER_01,255.791,257.338,But I don't like it.
SPEAKER_00,258.451,258.757, Tell me.
SPEAKER_01,260.863,262.205, Because I know the way we need to do things.
SPEAKER_01,263.246,265.109,"If we're given a project, okay."
SPEAKER_01,265.91,269.796,"It starts with A, B, C, D, and then no."
SPEAKER_01,269.896,272.78,"Everybody wants, oh, let's do C, O, D, and then F."
SPEAKER_01,273.762,273.963, No.
SPEAKER_01,274.524,275.005,"No, no, no."
SPEAKER_01,275.807,278.293,"A, B, C, D. There is no deviation from that."
SPEAKER_01,279.476,280.318,And then they get mad at me.
SPEAKER_00,283.081,286.719, So working in groups hasn't worked out too well for you?
SPEAKER_01,287.885,288.548, Not really.
SPEAKER_01,288.608,290.518,Not unless people listen to me.
SPEAKER_00,291.623,295.036," So in instances where people listen to you, how have things worked out?"
SPEAKER_01,296.901,302.89," If I oversee everything, I still get uncomfortable because they're out of my sight."
SPEAKER_01,302.91,304.412,I don't know what they're doing sometimes.
SPEAKER_01,304.713,308.278,"I have to watch one person, other person's over there."
SPEAKER_01,308.298,309.62,I don't know what they're doing.
SPEAKER_01,310.983,315.255," And if it's not done right, it's not done right."
