speaker,text,start,end
SPEAKER_00," Vanessa, hi.",39.251,40.112
SPEAKER_00,It's nice to see you again.,40.312,41.615
SPEAKER_01,It's good to see you.,41.635,42.817
SPEAKER_00,"Yeah, how are you?",43.077,43.979
SPEAKER_01,I'm doing  okay.,43.999,45.281
SPEAKER_01,"You know, things have been settling down a bit, I think.",46.063,50.193
SPEAKER_00,"Yeah, the last time we saw,  things were pretty chaotic and hectic when you were being released from the, discharged from the  hospital about a week ago.",51.816,61.344
SPEAKER_01,Yeah.,61.744,62.185
SPEAKER_00,How's your injury?,62.486,63.789
SPEAKER_01,"It's pretty pain, you know, had a lot of pain in  it.",63.809,68.861
SPEAKER_01,I've been kind of trying not to take too much pain medication and just kind of trying to keep  busy and focus on things that are happening.,68.881,77.31
SPEAKER_01,I've been busy with my church duties and with my kids.,77.37,79.86
SPEAKER_00, You've been trying to stay busy?,80.661,81.964
SPEAKER_01,"Yeah, yeah.",82.065,82.586
SPEAKER_01,It's been hard to think about myself when I have so  many other things that are way more important than me to deal with.,82.666,91.133
SPEAKER_00,How are your kids doing?,91.756,92.9
SPEAKER_01, They're doing okay.,93.823,94.606
SPEAKER_01,"You know, the little ones were pretty kind of stressed out when I first  got home and they were a little unsure of themselves and what was going to happen,  but the older kids have helped out quite a bit, so I think they're pulling together.",94.646,108.26
SPEAKER_00, Yeah.,108.26,108.621
SPEAKER_00,"I imagine that there's some, you know, period of readjustment and healing and sadness  or as in, it sounds like also just trying to get things done.",109.903,123.413
SPEAKER_01,Yeah.,123.433,123.513
SPEAKER_01,"I mean, my motto is just to  keep moving, you know, moving as fast as I can, trying to get, you know, keep the house clean and  be good, you know, with my duties with my church and trying to keep the kids focused on their  activities and not to be too focused on what's happening in me and Paul's life because, you know,  there's nothing they can do about that.",124.175,146.765
SPEAKER_00,"So you're taking care of a lot of people,  your community, your kids, all the while trying to take care of yourself.",148.711,156.834
SPEAKER_00,That's a lot.,156.894,157.656
SPEAKER_01,Yeah.,158.679,158.86
SPEAKER_00,I  really appreciate you showing up today given how much you have on your plate and how much you have  going on.,158.88,166.202
SPEAKER_01,Yeah.,166.222,167.284
SPEAKER_00,"Well, you know, last time that we met, you had talked about how important it is for  you to do what you can to keep your kids and yourself safe.",167.965,180.972
SPEAKER_00,And I was wondering if you'd be  interested in talking a little bit more about that today or perhaps if there's something else  that you would rather talk about.,181.433,190.927
SPEAKER_01,"No, I, you know, I made time today to talk about this.",190.987,194.558
SPEAKER_01,I think it's  really important to try to figure something out.,194.619,197.327
SPEAKER_01,Things got very out of hand there.,197.387,198.952
SPEAKER_01,"And so it's,  I'm looking forward to thinking about what things I can do.",200.737,206.111
SPEAKER_00,So you were scared.,207.335,208.658
SPEAKER_00,It sounds like you  were scared.,208.678,209.862
SPEAKER_01,It was terrifying.,209.922,210.846
SPEAKER_01,"I mean, we, police were called, you know, we ended up having to call  the police and Paul was arrested and spent some time in jail.",210.966,220.413
SPEAKER_01,I had child welfare folks crawling  all over my house and my mom was upset and neighbors were all being nosy and gossiping.,221.636,230.74
SPEAKER_01, And it was just very scary.,231.08,236.593
SPEAKER_00,So a lot of things were turned upside down.,237.014,238.818
SPEAKER_00,"And when you say it was  scary, I hear you saying on some level it was scary for you and your safety, but it also sounds  like it was scary because all these other variables or elements were put in motion that were disruptive.",238.858,252.98
SPEAKER_01, Right.,253.281,253.562
SPEAKER_01,"I mean, it was, you know, we had people come into the house calling and, you know, checking in,  are you okay?",253.642,259.423
SPEAKER_01,Or can you get a restraining order?,259.463,261.829
SPEAKER_01,"And my mom was trying to get me to move in with  her and, you know, it's just too many, you know, too many cooks in the kitchen.",262.01,271.117
SPEAKER_00,So a lot of people,271.418,272.2
SPEAKER_00, have some ideas about what you should be doing.,272.28,274.707
SPEAKER_01,Yeah.,274.728,276.011
SPEAKER_01,"So I'm just really, I'm not, I'm not going to  do that.",276.052,279.242
SPEAKER_01,I'm not going to get a restraining order.,279.282,281.351
SPEAKER_01,I'm not going to call the police.,281.391,282.716
SPEAKER_01,"You know, he  knows where I live.",282.737,284.483
SPEAKER_00,So say more about that.,285.547,286.51
SPEAKER_00,"Say more about why you, why you don't want to call the  police or you don't want to get a restraining order.",286.571,291.45
SPEAKER_01,"They were, they were throwing him on the  ground.",291.772,293.961
SPEAKER_01,"They were holding his arms behind his back and, and they had their guns and, you know,  that kind of, you never know what the police are going to do to a black man.",295.144,306.254
SPEAKER_01,You never know whether  he's going to make it to the jail safely.,306.877,310.386
SPEAKER_01,"So I was, I was terrified for him.",311.208,313.514
SPEAKER_01,"And then the next day,  you know, child welfare call in the house.",314.717,318.566
SPEAKER_00,It sounds like that was a very scary experience and  moment for you.,320.17,325.784
SPEAKER_01,"Yeah, because I'm a good mom.",325.804,327.95
SPEAKER_00,"And given that experience, you're, it sounds like you're  probably, you're maybe not as inclined to think about calling the police again.",329.514,336.374
SPEAKER_00,Yeah.,336.394,336.474
SPEAKER_01,"No, no.",336.634,337.517
SPEAKER_01,"I've,  I've told my mom that that's, you know, that's a last resort and that I'm going to be meeting with  some folks and thinking about other options.",337.537,347.249
SPEAKER_00,"And that's what you'd like to talk about today,  is alternatives to calling the police.",348.574,352.569
SPEAKER_01,Absolutely.,352.77,353.352
SPEAKER_00,"Well, what have you thought about so far?",353.372,355.68
SPEAKER_00,"What  other ideas do you have about what you might do in a serious moment where you're scared for your,  your wellbeing and that of your kids?",355.74,367.443
SPEAKER_01,"I think I'm most afraid, you know, that something might happen  that will be really crazy and really out of control.",368.685,379.929
SPEAKER_01,And so I've been thinking about what  kinds of things I could do if things are crazy and out of control.,381.032,386.992
SPEAKER_01,And I've just thought about maybe  talking to somebody or talking to my minister about it.,387.012,393.952
SPEAKER_01,It came to my mind because he's somebody  who we've talked to before.,393.972,398.324
SPEAKER_00,Okay.,398.344,399.186
SPEAKER_00,Yeah.,399.568,399.768
SPEAKER_00,"So your minister, someone that you're thinking about,  talking to a little bit about what's going on in your relationship.",399.848,407.754
SPEAKER_00,What are your thoughts?,408.497,409.139
SPEAKER_00,"What  would you, what would you say to your minister?",409.159,411.11
SPEAKER_00,What would you like to tell your minister?,411.13,412.819
SPEAKER_01,"I'm  really, I'm really interested in telling him more of the truth of what's happening in my relationship.",412.839,418.54
SPEAKER_01," He doesn't know about, he has no idea that Paul has threatened to kill me and they threatened to  kill himself and the children.",418.64,425.825
SPEAKER_01,"He knows we've had some marital problems, some financial problems.",426.99,429.5
SPEAKER_01, He knows that Paul's had some drinking problems.,430.724,433.051
SPEAKER_01,"So there's some of that, but he doesn't know about  him threatening to kill us or that he's been hitting me or his rages.",434.194,440.592
SPEAKER_01,"So I feel like, you know,  that it's time to tell the minister, you know, tell him some of that stuff.",441.935,447.735
SPEAKER_00,"You feel like you've  been keeping some significant information from your, what would be some reasons why you would  tell him these things?",448.538,457.486
SPEAKER_00,What might be some advantages or reasons to do that?,457.646,460.414
SPEAKER_01,He's been helpful before.,461.598,462.46
SPEAKER_01, He's really helped us a lot.,462.982,464.266
SPEAKER_01,"We've, we've had counseling with him over the last five years,  numerous times, and he's been very helpful.",464.326,471.931
SPEAKER_00,"So it's someone that you trust, someone that you",472.614,474.46
SPEAKER_00," have a relationship with, and he's been helpful.",474.46,476.949
SPEAKER_00,In what ways has he been helpful?,476.99,478.535
SPEAKER_01,"You know, I think  Paul respects him as a man and I think he cares about Paul.",479.158,484.934
SPEAKER_01,"So he's not, you know, my mom and my  dad and my friends, they, they're, they're really bordering on hating Paul and they don't, I don't  feel like they have any objectivity when it comes to working with him.",485.375,496.732
SPEAKER_01,But my pastor has some  objectivity and I think he cares about Paul.,498.036,501.367
SPEAKER_00,"It sounds like your pastor is able to see him as a  whole complicated human being in the same ways that, that you do, perhaps, that there's this side  of him that's scary and that you don't like, and then there's this other aspect of him that you,  you really do appreciate and you feel like your pastor would likely be able to do that as well.",502.07,523.08
SPEAKER_00, What would be another reason to talk to your pastor in addition to this being someone you  trust and that Paul might listen to?,523.802,531.391
SPEAKER_00,What would be another advantage?,531.411,532.515
