speaker,text,start,end
SPEAKER_00," Hi, this is Dr. Grande.",7.197,8.219
SPEAKER_00, I hope you find this video useful.,8.66,10.234
SPEAKER_00," If that's the case, please like it and subscribe to my channel.",11.0,13.936
SPEAKER_00," As always, thanks for watching.",14.78,16.147
SPEAKER_00," Hello, Peggy.",18.48,18.702
SPEAKER_00, How are you doing today?,23.47,24.616
SPEAKER_00," Hi, Dr. Grande.",25.5,26.051
SPEAKER_01, I'm okay.,26.868,27.174
SPEAKER_00, You're okay?,27.643,28.46
SPEAKER_01, I am.,28.48,28.643
SPEAKER_00," Yesterday, when you were here at the agency, you took a few different tests.",29.96,34.36
SPEAKER_00, Do you remember that?,34.401,35.36
SPEAKER_01, I did.,35.87,36.136
SPEAKER_00," One of the tests that you took is called the SCL-90, the symptom checklist 90.",37.022,42.939
SPEAKER_00, Do you remember taking that test?,43.722,44.81
SPEAKER_01, I think so.,46.402,46.932
SPEAKER_00, It's 90 items and they're ranked.,47.803,50.497
SPEAKER_01, Ask me like true and false questions.,51.101,52.7
SPEAKER_00, They're not true and false.,53.084,53.994
SPEAKER_00, They're numbers that you select.,54.54,55.557
SPEAKER_01," Oh, okay.",55.781,56.271
SPEAKER_01, I do remember that.,56.72,57.516
SPEAKER_00, Remember that?,57.74,58.373
SPEAKER_00," So, I have the results from that test and I want to review some of those findings with  you.",59.02,68.258
SPEAKER_01, Okay.,68.421,69.013
SPEAKER_00, Is that all right?,69.584,70.013
SPEAKER_01, Sure.,70.993,71.238
SPEAKER_00," So, this particular instrument has a number of what we refer to as subscales.",71.36,76.959
SPEAKER_00," So, these are areas that are measured by the instrument.",78.182,83.776
SPEAKER_00," For example, depression or anxiety.",85.24,87.718
SPEAKER_01, Okay.,88.042,88.511
SPEAKER_00," So, I'm going to review a few of these subscales, ones where you scored a little higher than  we might expect.",89.161,95.594
SPEAKER_00, I'll just review those with you and see what you think and we can talk about it.,96.282,99.859
SPEAKER_01, Okay.,100.509,100.774
SPEAKER_01, Are you recording this?,101.08,101.672
SPEAKER_00, I'm not.,102.223,102.488
SPEAKER_00, Are you worried about that?,103.968,104.815
SPEAKER_01," Well, I think you probably are, but okay.",106.926,109.276
