speaker,text,start,end
SPEAKER_00," Hello Carl, how you doing today?",0.0,0.602
SPEAKER_01," I'm good, how are you?",15.094,16.497
SPEAKER_00," I'm doing well, thanks for asking.",18.36,19.528
SPEAKER_00, Last week you were talking in therapy.,21.44,24.339
SPEAKER_01," Yeah, I mean, and I thought a lot more about it this week after I mentioned it last week,  but Jill, I was telling you about Jill, my coworker, and she was kind of bothering me  the past couple of weeks, but really this past week was like the worst, right?",24.902,39.897
SPEAKER_01," So she's not doing her paperwork, and the thing is that she has to do these reports  in order for me to do my reports.",40.6,47.935
SPEAKER_01," So if she doesn't have hers, I can't do mine, and then I can't get mine out in time for  the next person to do theirs, and it's a mess, the whole thing's a mess.",48.56,55.733
SPEAKER_01, And it's annoying me.,57.822,58.668
SPEAKER_00," So her work slow down, or not being efficient work, is affecting your work productivity.",60.4,68.4
SPEAKER_01," Yeah, yeah, it definitely is.",68.682,70.034
SPEAKER_01," And it's one of those things that like, you know, it gives me a bad evaluation.",70.82,80.098
SPEAKER_01," If I'm not handing my stuff in in time, then it reflects negatively on me, you know, and  it's all kind of, she's the first level, you know, and then all the other levels are  kind of dependent on her turning things in on time.",81.1,95.938
SPEAKER_01," So if she doesn't, then I don't, then the next person does, and so forth.",96.28,99.698
SPEAKER_00, And it makes it seem like you're not doing your job.,100.0,102.278
SPEAKER_01," Right, yeah, and my boss doesn't like it, my boss's boss doesn't like it, and so forth,  you know?",102.52,107.984
SPEAKER_01," And I try to explain to them, you know, she's the problem, but it doesn't always, I don't  always have the time to go up and tell them, like, here's what's happening, or it just  somehow doesn't come out.",108.8,120.286
SPEAKER_00, You don't always get the opportunity to tell people that are important at your work about  the situation.,122.28,127.809
SPEAKER_01," Yeah, and that's pretty annoying too, because, you know, it's one thing if people get mad  at me, but then I'm able to tell them why I'm not doing my job like I'm supposed to.",129.142,139.737
SPEAKER_01," But it's another thing for them to get mad at me not realizing it's not my fault, you  know?",140.52,145.262
SPEAKER_00, You have an explanation for why the work's not getting done.,146.2,148.419
SPEAKER_01," Yeah, I do, I do, that's the thing.",148.6,150.595
SPEAKER_01," But I can't always get it out, you know, I can't always tell the person that has the  complaint about it.",151.24,156.95
SPEAKER_01," And yeah, I mean, I've tried talking to my boss, and I've tried talking to other people  too, you know, but it really hasn't gotten anywhere.",157.72,168.556
SPEAKER_00, So you're feeling stuck with this whole thing.,171.789,173.878
SPEAKER_01," Yeah, yeah I am, and I mean, I talked to Jill a little bit about it too, you know, and I  tried to ask, I tried kind of genuinely reminding her, you know, like, such and such needs to  be turned in by Tuesday at 12 o'clock.",174.5,192.376
SPEAKER_01," I didn't want to be real abrasive, you know, but I tried to remind her.",193.661,197.317
SPEAKER_00, It was a polite approach.,198.0,198.837
SPEAKER_01," Yeah, yeah, and it didn't really seem to work because it still happened, you know.",199.8,206.775
SPEAKER_00, Your attempt to fix the problem hasn't really worked the way you want it.,209.24,212.578
SPEAKER_01," No, no it really hasn't, and that's just, I feel like I've tried everything that I could  try, you know?",213.12,220.98
SPEAKER_01," And even like, I came home and I was talking to a friend about it, and I was trying to  think of other solutions, right?",221.0,229.579
SPEAKER_01," You know, I was trying to think like, what else I could do, what else I could say, who  else I could talk to, things like that, you know?",230.042,236.814
SPEAKER_01," And I mean, my friend, you know, he was listening and stuff, and had some good suggestions,  but he didn't know what to do either, like, because he doesn't know the way the company  works, you know?",238.101,248.037
SPEAKER_01," So like, I got nothing.",248.46,250.859
SPEAKER_00, You're not getting the help you need for this.,251.806,253.156
SPEAKER_01," Yeah, not at all.",253.861,255.174
SPEAKER_01," I'm feeling pretty lost with it, and I wish it was just like a clear way to do things,  like, this is what you should do now.",256.2,264.67
SPEAKER_01, And I don't see anything.,266.08,267.034
SPEAKER_00, Some sort of clear plan.,267.48,268.351
SPEAKER_01," Yeah, yeah.",269.221,270.13
SPEAKER_01," But yeah, I don't see a way to go about it.",271.34,275.079
SPEAKER_01," I mean, I've, so I've, okay, so this is the way I laid it out in my mind.",275.24,278.82
SPEAKER_01, I tried talking to the people above me.,278.94,280.949
SPEAKER_01, Didn't work out the way I thought it would.,283.28,284.776
SPEAKER_01," I tried talking to the people below me, so to speak, just lower on the, before me in  the process.",285.16,292.733
SPEAKER_01, That's what I mean.,293.08,293.57
SPEAKER_01," And that didn't work out, which is just Jill, and I talked to her, and that didn't work.",294.381,297.87
SPEAKER_01," So like, there's nowhere else I could turn.",301.64,304.092
SPEAKER_00, The options are exhausted.,305.68,306.837
SPEAKER_01," Yeah, that's what it seems like to me.",307.642,308.926
SPEAKER_00, And this is frustrating for you.,313.601,314.796
SPEAKER_01," Yeah, it is.",315.141,315.958
SPEAKER_01," And I've been trying to rack my brain, you know, like, what else could I do?",316.802,320.515
SPEAKER_01, You know?,321.92,322.124
SPEAKER_01," Like, maybe if I could, maybe if there was like a committee or something that I could  go to, you know, I'd be like, well, this person's not doing what they're supposed to be doing.",322.92,334.159
SPEAKER_01," But there's not, there's no committee like that.",334.32,335.547
SPEAKER_01," Or even if there was like a person, you know, like a resolution person or whatever, but  there's nobody like that.",337.6,344.632
SPEAKER_00, There's no other avenue.,345.4,346.196
SPEAKER_01, That's what it seems like to me.,347.065,348.194
SPEAKER_01, Yeah.,348.9,349.084
SPEAKER_01," And that's, I mean, that's, and you know, as I'm even trying to think, like, I don't  know, should I write a letter to somebody maybe?",350.1,361.554
SPEAKER_01, But I don't even know who or what.,362.8,364.728
SPEAKER_00," You thought about a letter, but who would you send it to?",367.92,371.398
SPEAKER_01, Yeah.,371.72,371.842
SPEAKER_01," Or like, just something else that I can do instead of going to this person, going to  that person, that didn't work.",375.706,381.809
SPEAKER_01, Could I call somebody?,384.147,386.299
SPEAKER_01," Is there anybody else in the company that, you know, might handle stuff like that?",386.4,391.558
SPEAKER_01," But I mean, there's HR people, but that's, I can't really see where they could come in.",392.04,397.973
SPEAKER_01, I don't know how human resources could deal with something like that.,401.52,404.755
SPEAKER_00, You don't feel them as a potential solution?,405.88,407.594
